league,match_seq,cum_pnl
"Germany, 3. Liga",36,-114.99999999999997
"Germany, 3. Liga",37,-14.999999999999972
"Germany, 3. Liga",38,-244.99999999999994
"Germany, 3. Liga",39,-144.99999999999994
"Germany, 3. Liga",40,-44.99999999999994
"Germany, 3. Liga",41,55.00000000000006
"Germany, 3. Liga",42,155.00000000000006
"Germany, 3. Liga",43,255.00000000000006
"Germany, 3. Liga",44,355.00000000000006
"Germany, 3. Liga",45,455.00000000000006
"Germany, Bundesliga",1,100.0
"Germany, Bundesliga",2,200.0
"Germany, Bundesliga",3,300.0
"Germany, Bundesliga",4,400.0
"Germany, Bundesliga",5,110.0
"Germany, Bundesliga",6,210.0
"Germany, Bundesliga",7,310.0
"Germany, Bundesliga",8,410.0
"Germany, Bundesliga",9,510.0
"Germany, Bundesliga",10,610.0
"Germany, Bundesliga",11,710.0
"Germany, Bundesliga",12,810.0
"Germany, Bundesliga",13,550.0
"Germany, Bundesliga",14,650.0
"Germany, Bundesliga",15,390.0
"Germany, Bundesliga",16,490.0
"Germany, Bundesliga",17,590.0
"Germany, Bundesliga",18,690.0
"Germany, Bundesliga",19,790.0
"Germany, Bundesliga",20,550.0
"Greece, Super League 1",1,100.0
"Greece, Super League 1",2,200.0
"Greece, Super League 1",3,300.0
"Greece, Super League 1",4,400.0
"Greece, Super League 1",5,500.0
"Greece, Super League 1",6,600.0
"Greece, Super League 1",7,700.0
"Greece, Super League 1",8,410.0
"Greece, Super League 1",9,510.0
"Greece, Super League 1",10,610.0
"Greece, Super League 1",11,330.0
"Iceland, 1. Deild",1,100.0
"Iceland, 1. Deild",2,200.0
"Iceland, 1. Deild",3,300.0
"Iceland, 1. Deild",4,400.0
"Iceland, 1. Deild",5,500.0
"Iceland, 1. Deild",6,600.0
"Iceland, 1. Deild",7,340.0
"Iceland, 1. Deild",8,440.0
"Iceland, 1. Deild",9,540.0
"Iceland, 1. Deild",10,250.0
"Iceland, 1. Deild",11,350.0
"Iceland, 1. Deild",12,450.0
"Iceland, 1. Deild",13,550.0
"Iceland, 1. Deild",14,650.0
"Iceland, 1. Deild",15,750.0
"Iceland, 1. Deild",16,850.0
"Iceland, 1. Deild",17,950.0
"Iceland, 1. Deild",18,1050.0
"Iceland, 1. Deild",19,1150.0
"Iceland, 1. Deild",20,1250.0
"Iceland, 1. Deild",21,990.0
"Iceland, 1. Deild",22,1090.0
"Iceland, 1. Deild",23,1190.0
"Iceland, 1. Deild",24,1290.0
"Iceland, 1. Deild",25,1390.0
"Iceland, 1. Deild",26,1110.0
"Iceland, 1. Deild",27,835.0
"Iceland, 1. Deild",28,935.0
"Iceland, 1. Deild",29,1035.0
"Indonesia, Liga 1",1,-240.0
"Indonesia, Liga 1",2,-140.0
"Indonesia, Liga 1",3,-40.0
"Indonesia, Liga 1",4,60.0
"Indonesia, Liga 1",5,160.0
"Indonesia, Liga 1",6,-100.0
"Indonesia, Liga 1",7,0.0
"Indonesia, Liga 1",8,100.0
"Indonesia, Liga 1",9,200.0
"Indonesia, Liga 1",10,300.0
"Indonesia, Liga 1",11,400.0
"Indonesia, Liga 1",12,190.0
"Indonesia, Liga 1",13,290.0
"Indonesia, Liga 1",14,390.0
"Indonesia, Liga 1",15,180.0
"Indonesia, Liga 1",16,-70.0
"Indonesia, Liga 1",17,30.0
"Indonesia, Liga 1",18,130.0
"Indonesia, Liga 1",19,230.0
"Indonesia, Liga 1",20,330.0
"Indonesia, Liga 1",21,430.0
"Indonesia, Liga 1",22,530.0
"Indonesia, Liga 1",23,310.0
"Indonesia, Liga 1",24,410.0
"Indonesia, Liga 1",25,510.0
"Indonesia, Liga 1",26,285.0
"Indonesia, Liga 1",27,75.0
"Indonesia, Liga 1",28,175.0
"Indonesia, Liga 1",29,275.0
"Indonesia, Liga 1",30,375.0
"Indonesia, Liga 1",31,175.0
"Ireland, First Division",1,-270.0
"Ireland, First Division",2,-170.0
"Ireland, First Division",3,-70.0
"Ireland, First Division",4,30.0
"Ireland, First Division",5,130.0
"Ireland, First Division",6,-140.0
"Ireland, First Division",7,-380.0
"Ireland, First Division",8,-280.0
"Ireland, First Division",9,-180.0
"Ireland, First Division",10,-80.0
"Ireland, First Division",11,20.0
"Ireland, First Division",12,-209.99999999999997
"Ireland, First Division",13,-109.99999999999997
"Ireland, First Division",14,-9.999999999999972
"Ireland, First Division",15,90.00000000000003
"Ireland, First Division",16,-159.99999999999997
"Ireland, First Division",17,-59.99999999999997
"Ireland, First Division",18,40.00000000000003
"Ireland, First Division",19,140.00000000000003
"Ireland, First Division",20,240.00000000000003
"Ireland, First Division",21,340.0
"Ireland, First Division",22,440.0
"Ireland, First Division",23,540.0
"Ireland, First Division",24,310.0
"Ireland, First Division",25,60.0
"Ireland, First Division",26,160.0
"Ireland, First Division",27,-60.00000000000003
"Ireland, First Division",28,39.99999999999997
"Ireland, First Division",29,139.99999999999997
"Ireland, First Division",30,239.99999999999997
"Ireland, First Division",31,340.0
"Ireland, First Division",32,440.0
"Ireland, First Division",33,540.0
"Ireland, First Division",34,640.0
"Ireland, First Division",35,420.0
"Japan, J3 League",1,-229.99999999999997
"Japan, J3 League",2,-129.99999999999997
"Japan, J3 League",3,-330.0
"Japan, J3 League",4,-230.0
"Japan, J3 League",5,-470.0
"Japan, J3 League",6,-370.0
"Japan, J3 League",7,-270.0
"Japan, J3 League",8,-170.0
"Japan, J3 League",9,-70.0
"Japan, J3 League",10,-370.0
"Japan, J3 League",11,-270.0
"Japan, J3 League",12,-170.0
"Japan, J3 League",13,-70.0
"Japan, J3 League",14,-295.0
"Japan, J3 League",15,-195.0
"Japan, J3 League",16,-95.0
"Japan, J3 League",17,5.0
"Japan, J3 League",18,-220.0
"Japan, J3 League",19,-120.0
"Japan, J3 League",20,-20.0
"Japan, J3 League",21,80.0
"Japan, J3 League",22,180.0
"Japan, J3 League",23,280.0
"Japan, J3 League",24,380.0
"Japan, J3 League",25,480.0
"Japan, J3 League",26,580.0
"Japan, J3 League",27,680.0
"Japan, J3 League",28,405.0
"Japan, J3 League",29,505.0
"Japan, J3 League",30,305.0
"Japan, J3 League",31,405.0
"Japan, J3 League",32,505.0
"Japan, J3 League",33,255.0
"Japan, J3 League",34,355.0
"Japan, J3 League",35,455.0
"Japan, J3 League",36,555.0
"Japan, J3 League",37,655.0
"Japan, J3 League",38,755.0
"Japan, J3 League",39,855.0
"Japan, J3 League",40,955.0
"Japan, J3 League",41,755.0
"Japan, J3 League",42,855.0
"Japan, J3 League",43,955.0
"Japan, J3 League",44,705.0
"Japan, J3 League",45,805.0
"Japan, J3 League",46,605.0
"Japan, J3 League",47,705.0
"Japan, J3 League",48,805.0
"Japan, J3 League",49,905.0
"Japan, J3 League",50,680.0
"Japan, J3 League",51,780.0
"Japan, J3 League",52,880.0
"Japan, J3 League",53,980.0
"Japan, J3 League",54,1080.0
"Japan, J3 League",55,1180.0
"Japan, J3 League",56,1280.0
"Japan, J3 League",57,1050.0
"Japan, J3 League",58,1150.0
"Japan, J3 League",59,1250.0
"Japan, J3 League",60,1350.0
"Japan, J3 League",61,1450.0
"Japan, J3 League",62,1550.0
"Japan, J3 League",63,1650.0
"Japan, J3 League",64,1750.0
"Japan, J3 League",65,1850.0
"Japan, J3 League",66,1950.0
"Japan, J3 League",67,2050.0
"Japan, J3 League",68,1850.0
"Japan, J3 League",69,1950.0
"Japan, J3 League",70,2050.0
"Japan, J3 League",71,2150.0
"Japan, J3 League",72,2250.0
"Japan, J3 League",73,2020.0
"Japan, J3 League",74,2120.0
"Japan, J3 League",75,2220.0
"Japan, J3 League",76,2320.0
"Japan, J3 League",77,2420.0
"Japan, J3 League",78,2520.0
"Japan, J3 League",79,2620.0
"Japan, J3 League",80,2720.0
"Jordan, League",1,100.0
"Jordan, League",2,200.0
"Jordan, League",3,-40.0
"Jordan, League",4,-340.0
"Jordan, League",5,-240.0
"Jordan, League",6,-140.0
"Jordan, League",7,-40.0
"Jordan, League",8,60.0
"Jordan, League",9,160.0
"Jordan, League",10,260.0
"Kazakhstan, Premier League",1,100.0
"Kazakhstan, Premier League",2,200.0
"Kazakhstan, Premier League",3,300.0
"Kazakhstan, Premier League",4,400.0
"Kazakhstan, Premier League",5,500.0
"Kazakhstan, Premier League",6,290.0
"Kazakhstan, Premier League",7,390.0
"Kazakhstan, Premier League",8,490.0
"Kazakhstan, Premier League",9,590.0
"Kazakhstan, Premier League",10,410.0
"Kazakhstan, Premier League",11,235.0
"Kazakhstan, Premier League",12,335.0
"Kazakhstan, Premier League",13,125.0
"Lithuania, 1 Lyga",1,100.0
"Lithuania, 1 Lyga",2,200.0
"Lithuania, 1 Lyga",3,-100.0
"Lithuania, 1 Lyga",4,0.0
"Lithuania, 1 Lyga",5,100.0
"Netherlands, Eerste Divisie",1,100.0
"Netherlands, Eerste Divisie",2,-200.0
"Netherlands, Eerste Divisie",3,-100.0
"Netherlands, Eerste Divisie",4,0.0
"Netherlands, Eerste Divisie",5,100.0
"Netherlands, Eerste Divisie",6,200.0
"Netherlands, Eerste Divisie",7,-80.0
"Netherlands, Eerste Divisie",8,-350.0
"Netherlands, Eerste Divisie",9,-250.0
"Netherlands, Eerste Divisie",10,-150.0
"Netherlands, Eerste Divisie",11,-50.0
"Netherlands, Eerste Divisie",12,-320.0
"Netherlands, Eerste Divisie",13,-220.0
"Netherlands, Eerste Divisie",14,-120.0
"Netherlands, Eerste Divisie",15,-20.0
"Netherlands, Eerste Divisie",16,80.0
"Netherlands, Eerste Divisie",17,180.0
"Netherlands, Eerste Divisie",18,280.0
"Netherlands, Eerste Divisie",19,30.0
"Netherlands, Eerste Divisie",20,-230.0
"Netherlands, Eerste Divisie",21,-130.0
"Netherlands, Eerste Divisie",22,-30.0
"Netherlands, Eerste Divisie",23,70.0
"Netherlands, Eerste Divisie",24,170.0
"Netherlands, Eerste Divisie",25,270.0
"Netherlands, Eerste Divisie",26,370.0
"Netherlands, Eerste Divisie",27,470.0
"Netherlands, Eerste Divisie",28,570.0
"Netherlands, Eredivisie",1,100.0
"Netherlands, Eredivisie",2,200.0
"Netherlands, Eredivisie",3,300.0
"Netherlands, Eredivisie",4,0.0
"Netherlands, Eredivisie",5,100.0
"Netherlands, Eredivisie",6,200.0
"Netherlands, Eredivisie",7,300.0
"Netherlands, Eredivisie",8,30.0
"Netherlands, Eredivisie",9,130.0
"Netherlands, Eredivisie",10,-120.0
"Netherlands, Eredivisie",11,-20.0
"Netherlands, Eredivisie",12,80.0
"Netherlands, Eredivisie",13,180.0
"Netherlands, Eredivisie",14,280.0
"Netherlands, Eredivisie",15,380.0
"Netherlands, Eredivisie",16,480.0
"Netherlands, Eredivisie",17,580.0
"Netherlands, Eredivisie",18,680.0
"Netherlands, Eredivisie",19,420.0
"Netherlands, Eredivisie",20,520.0
"Netherlands, Eredivisie",21,620.0
"Netherlands, Eredivisie",22,720.0
"Netherlands, Eredivisie",23,440.0
"Netherlands, Eredivisie",24,540.0
"Netherlands, Eredivisie",25,640.0
"Netherlands, Eredivisie",26,740.0
"Netherlands, Eredivisie",27,440.0
"Netherlands, Eredivisie",28,540.0
"Netherlands, Eredivisie",29,640.0
"Netherlands, Eredivisie",30,360.0
"Northern-Ireland, Premiership",1,100.0
"Northern-Ireland, Premiership",2,200.0
"Northern-Ireland, Premiership",3,0.0
"Northern-Ireland, Premiership",4,100.0
"Northern-Ireland, Premiership",5,200.0
"Northern-Ireland, Premiership",6,300.0
"Northern-Ireland, Premiership",7,400.0
"Northern-Ireland, Premiership",8,500.0
"Northern-Ireland, Premiership",9,600.0
"Northern-Ireland, Premiership",10,700.0
"Northern-Ireland, Premiership",11,800.0
"Northern-Ireland, Premiership",12,900.0
"Northern-Ireland, Premiership",13,690.0
"Northern-Ireland, Premiership",14,790.0
"Northern-Ireland, Premiership",15,890.0
"Northern-Ireland, Premiership",16,990.0
"Northern-Ireland, Premiership",17,1090.0
"Northern-Ireland, Premiership",18,865.0
"Northern-Ireland, Premiership",19,965.0
"Northern-Ireland, Premiership",20,1065.0
"Northern-Ireland, Premiership",21,1165.0
"Northern-Ireland, Premiership",22,1265.0
"Northern-Ireland, Premiership",23,1365.0
"Norway, 2. Division - Group 1",1,100.0
"Norway, 2. Division - Group 1",2,200.0
"Norway, 2. Division - Group 1",3,300.0
"Norway, 2. Division - Group 1",4,400.0
"Norway, Eliteserien",1,100.0
"Norway, Eliteserien",2,200.0
"Norway, Eliteserien",3,300.0
"Norway, Eliteserien",4,400.0
"Norway, Eliteserien",5,150.0
"Norway, Eliteserien",6,250.0
"Norway, Eliteserien",7,350.0
"Norway, Eliteserien",8,90.0
"Norway, Eliteserien",9,190.0
"Norway, Eliteserien",10,290.0
"Norway, Eliteserien",11,390.0
"Norway, Eliteserien",12,180.0
"Norway, Eliteserien",13,280.0
"Norway, Eliteserien",14,380.0
"Norway, Eliteserien",15,480.0
"Norway, Eliteserien",16,580.0
"Norway, Eliteserien",17,680.0
"Norway, Eliteserien",18,780.0
"Norway, Eliteserien",19,880.0
"Norway, Eliteserien",20,980.0
"Norway, Eliteserien",21,1080.0
"Norway, Eliteserien",22,1180.0
"Norway, Eliteserien",23,980.0
"Norway, Eliteserien",24,710.0
"Norway, Eliteserien",25,810.0
"Norway, Eliteserien",26,910.0
"Norway, Eliteserien",27,1010.0
"Norway, Eliteserien",28,1110.0
"Norway, Eliteserien",29,1210.0
"Norway, Eliteserien",30,1310.0
"Norway, Eliteserien",31,1410.0
"Norway, Eliteserien",32,1510.0
"Norway, Eliteserien",33,1285.0
"Norway, Eliteserien",34,995.0
"Norway, Eliteserien",35,1095.0
"Norway, Eliteserien",36,1195.0
"Norway, Eliteserien",37,1295.0
"Norway, Eliteserien",38,1395.0
"Norway, Eliteserien",39,1495.0
"Norway, Eliteserien",40,1595.0
"Norway, Eliteserien",41,1695.0
"Norway, Eliteserien",42,1795.0
"Norway, Eliteserien",43,1895.0
"Norway, Eliteserien",44,1995.0
"Norway, Eliteserien",45,2095.0
"Norway, Eliteserien",46,2195.0
"Norway, Eliteserien",47,2295.0
"Romania, Liga II",1,100.0
"Romania, Liga II",2,200.0
"Romania, Liga II",3,300.0
"Romania, Liga II",4,400.0
"Romania, Liga II",5,500.0
"Romania, Liga II",6,600.0
"Romania, Liga II",7,400.0
"Romania, Liga II",8,175.0
"Romania, Liga II",9,275.0
"Romania, Liga II",10,375.0
"Romania, Liga II",11,475.0
"Romania, Liga II",12,575.0
"Romania, Liga II",13,375.0
"Romania, Liga II",14,475.0
"Romania, Liga II",15,575.0
"Romania, Liga II",16,365.0
"Romania, Liga II",17,465.0
"Saudi-Arabia, Pro League",1,100.0
"Saudi-Arabia, Pro League",2,-190.0
"Saudi-Arabia, Pro League",3,-90.0
"Scotland, League One",1,100.0
"Scotland, League One",2,200.0
"Scotland, League One",3,300.0
"Scotland, League One",4,400.0
"Scotland, League One",5,500.0
"Scotland, League One",6,270.0
"Scotland, League One",7,370.0
"Scotland, League One",8,470.0
"Scotland, League One",9,220.0
"Scotland, League One",10,320.0
"Scotland, League One",11,420.0
"Scotland, League One",12,520.0
"Scotland, League One",13,620.0
"Scotland, League One",14,720.0
"Scotland, League One",15,820.0
"Scotland, League One",16,920.0
"Scotland, League One",17,1020.0
"Scotland, League One",18,1120.0
"Serbia, Super Liga",1,100.0
"Serbia, Super Liga",2,200.0
"Serbia, Super Liga",3,300.0
"Serbia, Super Liga",4,70.00000000000003
"Serbia, Super Liga",5,-169.99999999999997
"Serbia, Super Liga",6,-69.99999999999997
"Serbia, Super Liga",7,-280.0
"Serbia, Super Liga",8,-180.0
"Serbia, Super Liga",9,-470.0
"Serbia, Super Liga",10,-370.0
"Serbia, Super Liga",11,-620.0
"Serbia, Super Liga",12,-860.0
"Serbia, Super Liga",13,-760.0
"Serbia, Super Liga",14,-660.0
"Serbia, Super Liga",15,-560.0
"Serbia, Super Liga",16,-460.0
"Serbia, Super Liga",17,-360.0
"Serbia, Super Liga",18,-260.0
"Serbia, Super Liga",19,-530.0
"Serbia, Super Liga",20,-430.0
"Serbia, Super Liga",21,-330.0
"Serbia, Super Liga",22,-630.0
"Serbia, Super Liga",23,-530.0
"Serbia, Super Liga",24,-430.0
"Serbia, Super Liga",25,-330.0
"Serbia, Super Liga",26,-230.0
"Serbia, Super Liga",27,-130.0
"Serbia, Super Liga",28,-30.0
"Serbia, Super Liga",29,-300.0
"Serbia, Super Liga",30,-200.0
"Serbia, Super Liga",31,-100.0
"Serbia, Super Liga",32,0.0
"Serbia, Super Liga",33,-225.0
"Serbia, Super Liga",34,-125.0
"Serbia, Super Liga",35,-25.0
"Slovenia, 1. SNL",1,100.0
"Slovenia, 1. SNL",2,200.0
"Slovenia, 1. SNL",3,300.0
"Slovenia, 1. SNL",4,400.0
"Slovenia, 1. SNL",5,500.0
"Slovenia, 1. SNL",6,600.0
"Slovenia, 1. SNL",7,700.0
"Slovenia, 1. SNL",8,800.0
"Slovenia, 1. SNL",9,570.0
"Slovenia, 1. SNL",10,670.0
"Slovenia, 1. SNL",11,770.0
"Slovenia, 1. SNL",12,480.0
"Slovenia, 1. SNL",13,580.0
"Slovenia, 1. SNL",14,680.0
"Slovenia, 1. SNL",15,780.0
"Slovenia, 1. SNL",16,880.0
"Slovenia, 1. SNL",17,630.0
"Slovenia, 1. SNL",18,730.0
"Slovenia, 1. SNL",19,470.0
"Slovenia, 1. SNL",20,190.0
"Slovenia, 1. SNL",21,290.0
"Slovenia, 1. SNL",22,390.0
"Slovenia, 1. SNL",23,490.0
"Slovenia, 1. SNL",24,590.0
"Slovenia, 1. SNL",25,690.0
"Slovenia, 1. SNL",26,430.0
"Sweden, Allsvenskan",1,-275.0
"Sweden, Allsvenskan",2,-175.0
"Sweden, Allsvenskan",3,-75.0
"Sweden, Allsvenskan",4,25.0
"Sweden, Allsvenskan",5,125.0
"Sweden, Allsvenskan",6,225.0
"Sweden, Allsvenskan",7,325.0
"Sweden, Allsvenskan",8,85.0
"Sweden, Allsvenskan",9,185.0
"Sweden, Allsvenskan",10,-75.0
"Sweden, Allsvenskan",11,25.0
"Sweden, Allsvenskan",12,125.0
"Sweden, Allsvenskan",13,225.0
"Sweden, Allsvenskan",14,325.0
"Sweden, Allsvenskan",15,425.0
"Sweden, Allsvenskan",16,135.0
"Sweden, Allsvenskan",17,235.0
"Sweden, Allsvenskan",18,335.0
"Sweden, Allsvenskan",19,435.0
"Sweden, Allsvenskan",20,535.0
"Sweden, Allsvenskan",21,635.0
"Sweden, Allsvenskan",22,410.0
"Sweden, Allsvenskan",23,510.0
"Sweden, Allsvenskan",24,610.0
"Sweden, Allsvenskan",25,370.0
"Sweden, Allsvenskan",26,470.0
"Sweden, Allsvenskan",27,570.0
"Sweden, Allsvenskan",28,340.0
"Sweden, Allsvenskan",29,440.0
"Sweden, Allsvenskan",30,190.0
"Sweden, Allsvenskan",31,290.0
"Sweden, Allsvenskan",32,390.0
"Sweden, Allsvenskan",33,490.0
"Sweden, Allsvenskan",34,590.0
"Sweden, Allsvenskan",35,690.0
"Sweden, Allsvenskan",36,430.0
"Sweden, Allsvenskan",37,530.0
"Sweden, Allsvenskan",38,630.0
"Sweden, Allsvenskan",39,730.0
"Sweden, Allsvenskan",40,830.0
"Sweden, Allsvenskan",41,580.0
"Sweden, Allsvenskan",42,680.0
"Sweden, Allsvenskan",43,780.0
"Sweden, Ettan - Norra",1,100.0
"Sweden, Ettan - Norra",2,-129.99999999999997
"Sweden, Ettan - Norra",3,-29.99999999999997
"Sweden, Ettan - Norra",4,70.00000000000003
"Sweden, Ettan - Norra",5,-159.99999999999994
"Sweden, Ettan - Norra",6,-59.99999999999994
"Sweden, Ettan - Norra",7,40.00000000000006
"Sweden, Ettan - Norra",8,140.00000000000006
"Sweden, Ettan - Norra",9,240.00000000000006
"Sweden, Ettan - Norra",10,340.00000000000006
"Sweden, Ettan - Norra",11,440.00000000000006
"Sweden, Ettan - Norra",12,540.0
"Sweden, Ettan - Norra",13,640.0
"Sweden, Ettan - Norra",14,740.0
"Sweden, Ettan - Norra",15,840.0
"Sweden, Ettan - Norra",16,610.0
"Sweden, Ettan - Norra",17,340.0
"Sweden, Ettan - Norra",18,80.0
"Sweden, Ettan - Norra",19,180.0
"Sweden, Ettan - Norra",20,280.0
"Sweden, Ettan - Norra",21,380.0
"Sweden, Ettan - Södra",1,100.0
"Sweden, Ettan - Södra",2,-120.00000000000003
"Sweden, Ettan - Södra",3,-20.00000000000003
"Sweden, Ettan - Södra",4,79.99999999999997
"Sweden, Ettan - Södra",5,179.99999999999997
"Sweden, Ettan - Södra",6,280.0
"Sweden, Ettan - Södra",7,380.0
"Sweden, Ettan - Södra",8,90.0
"Sweden, Ettan - Södra",9,190.0
"Sweden, Ettan - Södra",10,290.0
"Sweden, Ettan - Södra",11,390.0
"Sweden, Ettan - Södra",12,130.0
"Sweden, Ettan - Södra",13,-160.0
"Sweden, Ettan - Södra",14,-60.0
"Sweden, Ettan - Södra",15,40.0
"Sweden, Ettan - Södra",16,140.0
"Sweden, Ettan - Södra",17,-120.0
"Sweden, Ettan - Södra",18,-20.0
"Sweden, Ettan - Södra",19,80.0
"Sweden, Ettan - Södra",20,180.0
"Sweden, Ettan - Södra",21,280.0
"Sweden, Ettan - Södra",22,380.0
"Sweden, Ettan - Södra",23,150.00000000000003
"Sweden, Ettan - Södra",24,250.00000000000003
"Sweden, Ettan - Södra",25,350.0
"Sweden, Ettan - Södra",26,120.00000000000003
"Sweden, Ettan - Södra",27,-179.99999999999997
"Sweden, Ettan - Södra",28,-79.99999999999997
"Sweden, Ettan - Södra",29,20.00000000000003
"Sweden, Ettan - Södra",30,-280.0
"Sweden, Ettan - Södra",31,-180.0
"Sweden, Ettan - Södra",32,-80.0
"Sweden, Superettan",1,100.0
"Sweden, Superettan",2,200.0
"Sweden, Superettan",3,-50.0
"Sweden, Superettan",4,50.0
"Sweden, Superettan",5,150.0
"Sweden, Superettan",6,-75.0
"Sweden, Superettan",7,-300.0
"Sweden, Superettan",8,-200.0
"Sweden, Superettan",9,-440.0
"Sweden, Superettan",10,-340.0
"Sweden, Superettan",11,-240.0
"Sweden, Superettan",12,-465.0
"Sweden, Superettan",13,-365.0
"Sweden, Superettan",14,-615.0
"Sweden, Superettan",15,-515.0
"Sweden, Superettan",16,-415.0
"Sweden, Superettan",17,-315.0
"Sweden, Superettan",18,-215.0
"Sweden, Superettan",19,-115.0
"Sweden, Superettan",20,-405.0
"Sweden, Superettan",21,-305.0
"Sweden, Superettan",22,-545.0
"Sweden, Superettan",23,-445.0
"Sweden, Superettan",24,-345.0
"Sweden, Superettan",25,-595.0
"Sweden, Superettan",26,-495.0
"Sweden, Superettan",27,-395.0
"Sweden, Superettan",28,-295.0
"Sweden, Superettan",29,-515.0
"Sweden, Superettan",30,-415.0
"Sweden, Superettan",31,-315.0
"Sweden, Superettan",32,-585.0
"Sweden, Superettan",33,-485.0
"Sweden, Superettan",34,-385.0
"Sweden, Superettan",35,-285.0
"Sweden, Superettan",36,-185.0
"Sweden, Superettan",37,-85.0
"Sweden, Superettan",38,-335.0
"Sweden, Superettan",39,-235.0
"Sweden, Superettan",40,-135.0
"Sweden, Superettan",41,-35.0
"Sweden, Superettan",42,65.0
"Sweden, Superettan",43,165.0
"Sweden, Superettan",44,265.0
"Sweden, Superettan",45,365.0
"Sweden, Superettan",46,465.0
"Sweden, Superettan",47,235.00000000000003
"Sweden, Superettan",48,335.0
"Sweden, Superettan",49,95.0
"Sweden, Superettan",50,-145.0
"Sweden, Superettan",51,-45.0
"Sweden, Superettan",52,55.0
"Sweden, Superettan",53,155.0
"Sweden, Superettan",54,-95.0
"Sweden, Superettan",55,5.0
"Sweden, Superettan",56,105.0
"Sweden, Superettan",57,205.0
"Sweden, Superettan",58,305.0
"Sweden, Superettan",59,405.0
"Sweden, Superettan",60,505.0
"Sweden, Superettan",61,605.0
"Sweden, Superettan",62,355.0
"Sweden, Superettan",63,105.0
"Sweden, Superettan",64,205.0
"Switzerland, Challenge League",1,-275.0
"Switzerland, Challenge League",2,-535.0
"Switzerland, Challenge League",3,-435.0
"Switzerland, Challenge League",4,-335.0
"Switzerland, Challenge League",5,-235.0
"Switzerland, Challenge League",6,-495.0
"Switzerland, Challenge League",7,-395.0
"Switzerland, Challenge League",8,-295.0
"Switzerland, Challenge League",9,-595.0
"Switzerland, Challenge League",10,-855.0
"Switzerland, Challenge League",11,-755.0
"Switzerland, Challenge League",12,-655.0
"Switzerland, Challenge League",13,-555.0
"Switzerland, Challenge League",14,-455.0
"Switzerland, Challenge League",15,-355.0
"Switzerland, Challenge League",16,-255.0
"Switzerland, Challenge League",17,-530.0
"Switzerland, Challenge League",18,-430.0
"Switzerland, Challenge League",19,-330.0
"Switzerland, Challenge League",20,-230.0
"Switzerland, Challenge League",21,-130.0
"Switzerland, Challenge League",22,-30.0
"Switzerland, Super League",1,100.0
"Switzerland, Super League",2,200.0
"Switzerland, Super League",3,300.0
"Switzerland, Super League",4,400.0
"Switzerland, Super League",5,125.0
"Switzerland, Super League",6,225.0
"Switzerland, Super League",7,325.0
"Switzerland, Super League",8,425.0
"Switzerland, Super League",9,525.0
"Switzerland, Super League",10,625.0
"Switzerland, Super League",11,355.0
"Switzerland, Super League",12,455.0
"Switzerland, Super League",13,555.0
"Switzerland, Super League",14,655.0
"Switzerland, Super League",15,755.0
"Switzerland, Super League",16,495.0
"Switzerland, Super League",17,595.0
"Switzerland, Super League",18,695.0
"Switzerland, Super League",19,795.0
"Switzerland, Super League",20,895.0
"Switzerland, Super League",21,995.0
"Switzerland, Super League",22,1095.0
"Switzerland, Super League",23,1195.0
"Venezuela, Primera División",1,100.0
"Venezuela, Primera División",2,200.0
"Venezuela, Primera División",3,300.0
"Venezuela, Primera División",4,400.0
"Venezuela, Primera División",5,500.0
"Venezuela, Primera División",6,600.0
"Venezuela, Primera División",7,700.0
"Venezuela, Primera División",8,800.0
"Venezuela, Primera División",9,900.0
"Venezuela, Primera División",10,1000.0
"Venezuela, Primera División",11,1100.0
"Venezuela, Primera División",12,1200.0
"Venezuela, Primera División",13,1300.0
"Venezuela, Primera División",14,1400.0
"Venezuela, Primera División",15,1200.0
"Venezuela, Primera División",16,970.0
"Venezuela, Primera División",17,1070.0
"Venezuela, Primera División",18,830.0
"Venezuela, Primera División",19,930.0
"Venezuela, Primera División",20,1030.0
"Venezuela, Primera División",21,1130.0
"Venezuela, Primera División",22,1230.0
"Venezuela, Primera División",23,1330.0
"Venezuela, Primera División",24,1430.0
"Venezuela, Primera División",25,1530.0
"Venezuela, Primera División",26,1330.0
"Venezuela, Primera División",27,1430.0
"Venezuela, Primera División",28,1530.0
"Venezuela, Primera División",29,1630.0
"Venezuela, Primera División",30,1730.0
"Venezuela, Primera División",31,1830.0
"Venezuela, Primera División",32,1930.0
"Venezuela, Primera División",33,2030.0
"Venezuela, Primera División",34,1790.0
"Venezuela, Primera División",35,1890.0
"Venezuela, Primera División",36,1690.0
"Venezuela, Primera División",37,1540.0
"Venezuela, Primera División",38,1640.0
"Venezuela, Primera División",39,1740.0
"Venezuela, Primera División",40,1840.0
"Venezuela, Primera División",41,1650.0
